id_cliente;tx_zona;tx_reclamo;fc_reclamo
AFG-001522;región E;Facturación;16/7/18
AFG-001087;región F;Falta Servicio;16/7/18
AFG-001903;región E;Instalación pendiente;2018-17-7
AFG-001869;región A;Actualiza datos;17/7/18
AFG-001338;región D;Actualiza datos;17/7/18
AFG-003301;región A;Falta Servicio;18/7/2018
AFG-002973;región C;Actualiza datos;18/7/2018
AFG-001562;región B;Facturación;18/7/18
AFG-001568;región C;Facturación;19/7/18
AFG-001515;región E;Falta Servicio;19/7/18
AFG-000303;región D;No reconoce producto;19 de julio de 2018
AFG-002412;región F;Facturación;2018-20-7
AFG-002053;región D;Facturación;2018-20-7
AFG-001093;región E;Facturación;20/7/18
AFG-002855;región A;Actualiza datos;21/7/2018
AFG-000742;región D;Facturación;21 de julio de 2018
AFG-000337;región E;Facturación;21 de julio de 2018
AFG-002747;región B;No reconoce producto;22-7-2018
AFG-002695;región A;Falta Servicio;22-7-2018
AFG-000056;región F;Instalación pendiente;22 de julio de 2018
AFG-003001;región D;Actualiza datos;23/7/2018
AFG-001848;región C;Actualiza datos;23/7/18
AFG-001641;región B;Facturación;23/7/18
AFG-003189;región A;Cambio de Producto;24/7/2018
AFG-001583;región F;Instalación pendiente;24/7/18
AFG-001426;región D;Falta Servicio;24/7/18
AFG-003181;región F;Actualiza datos;25/7/2018
AFG-003169;región A;Facturación;25/7/2018
AFG-001771;región B;Falta Servicio;25/7/18
AFG-002904;región D;No reconoce producto;26/7/2018
AFG-000118;región B;Facturación;26 de julio de 2018
AFG-000004;región E;Facturación;26 de julio de 2018
AFG-001544;región A;Cambio de Producto;27/7/18
AFG-000120;región E;Actualiza datos;27 de julio de 2018
AFG-000105;región F;Facturación;27 de julio de 2018
AFG-000998;región A;Falta Servicio;28/7/18
AFG-000665;región C;Facturación;28 de julio de 2018
AFG-000256;región B;Falta Servicio;28 de julio de 2018
AFG-002389;región B;Facturación;2018-29-7
AFG-001724;región A;Facturación;29/7/18
AFG-000151;región C;Falta Servicio;29 de julio de 2018
AFG-002924;región F;Facturación;30/7/2018
AFG-001481;región A;Falta Servicio;30/7/18
AFG-001317;región B;No reconoce producto;30/7/18
AFG-003260;región A;Facturación;31/7/2018
AFG-002588;región F;Falta Servicio;2018-31-7
AFG-002300;región D;Falta Servicio;2018-31-7
AFG-002647;región E;Falta Servicio;1-8-2018
AFG-002356;región B;Facturación;2018-1-8
AFG-002115;región D;Cambio de Producto;2018-1-8
AFG-002655;región B;Facturación;2-8-2018
AFG-002562;región C;Falta Servicio;2018-2-8
AFG-000957;región F;Falta Servicio;2/8/18
AFG-002548;región C;Facturación;2018-3-8
AFG-000432;región F;Falta Servicio;3 de agosto de 2018
AFG-000408;región E;No reconoce producto;3 de agosto de 2018
AFG-002901;región D;Falta Servicio;4/8/2018
AFG-002322;región A;Facturación;2018-4-8
AFG-001634;región B;Facturación;4/8/18
AFG-003073;región D;No reconoce producto;5/8/2018
AFG-002554;región A;Falta Servicio;2018-5-8
AFG-001264;región F;Falta Servicio;5/8/18
AFG-002486;región F;Actualiza datos;2018-6-8
AFG-001267;región B;Actualiza datos;6/8/18
AFG-001174;región E;Actualiza datos;6/8/18
AFG-002080;región F;Actualiza datos;2018-7-8
AFG-001212;región D;Falta Servicio;7/8/18
AFG-000647;región A;Falta Servicio;7 de agosto de 2018
AFG-002862;región B;Instalación pendiente;8/8/2018
AFG-000704;región A;Facturación;8 de agosto de 2018
AFG-000603;región C;Actualiza datos;8 de agosto de 2018
AFG-002178;región A;Falta Servicio;2018-9-8
AFG-001975;región B;Falta Servicio;2018-9-8
AFG-001639;región F;Falta Servicio;9/8/18
AFG-003284;región C;Cambio de Producto;10/8/2018
AFG-003051;región E;Actualiza datos;10/8/2018
AFG-000218;región F;Falta Servicio;10 de agosto de 2018
AFG-002830;región B;Facturación;11/8/2018
AFG-002144;región D;Falta Servicio;2018-11-8
AFG-001858;región E;Falta Servicio;11/8/18
AFG-002366;región F;Facturación;2018-12-8
AFG-002338;región C;Facturación;2018-12-8
AFG-000001;región E;Falta Servicio;12 de agosto de 2018
AFG-001031;región E;Facturación;13/8/18
AFG-001016;región F;Facturación;13/8/18
AFG-000833;región D;No reconoce producto;13 de agosto de 2018
AFG-003114;región B;Facturación;14/8/2018
AFG-002996;región C;Facturación;14/8/2018
AFG-002065;región E;Facturación;2018-14-8
AFG-003172;región A;No reconoce producto;15/8/2018
AFG-002925;región C;Cambio de Producto;15/8/2018
AFG-002598;región B;Cambio de Producto;2018-15-8
AFG-001536;región B;Facturación;16/8/18
AFG-001449;región C;Facturación;16/8/18
AFG-000389;región F;Falta Servicio;16 de agosto de 2018
AFG-003002;región F;Facturación;17/8/2018
AFG-002829;región E;Falta Servicio;17/8/2018
AFG-002575;región C;Falta Servicio;2018-17-8
AFG-002819;región D;Facturación;18/8/2018
AFG-001514;región C;Actualiza datos;18/8/18
AFG-000332;región E;Falta Servicio;18 de agosto de 2018
AFG-003223;región D;Facturación;19/8/2018
AFG-002909;región A;Facturación;19/8/2018
AFG-000914;región F;Facturación;19 de agosto de 2018
AFG-002203;región A;Falta Servicio;2018-20-8
AFG-002067;región D;Falta Servicio;2018-20-8
AFG-001554;región C;Facturación;20/8/18
AFG-000581;región D;Instalación pendiente;21 de agosto de 2018
AFG-000418;región C;Facturación;21 de agosto de 2018
AFG-000133;región E;Facturación;21 de agosto de 2018
AFG-002490;región C;Facturación;2018-22-8
AFG-001340;región E;Falta Servicio;22/8/18
AFG-000181;región D;Falta Servicio;22 de agosto de 2018
AFG-002872;región C;Facturación;23/8/2018
AFG-002757;región E;Falta Servicio;23/8/2018
AFG-001173;región D;Facturación;23/8/18
AFG-001850;región E;Falta Servicio;24/8/18
AFG-001574;región A;Falta Servicio;24/8/18
AFG-000590;región F;Facturación;24 de agosto de 2018
AFG-002948;región B;Facturación;25/8/2018
AFG-002147;región E;Facturación;2018-25-8
AFG-001067;región A;Facturación;25/8/18
AFG-003264;región A;No reconoce producto;26/8/2018
AFG-002137;región F;Falta Servicio;2018-26-8
AFG-001888;región B;Facturación;2018-26-8
AFG-002332;región F;Falta Servicio;2018-27-8
AFG-001127;región C;Cambio de Producto;27/8/18
AFG-000713;región A;Facturación;27 de agosto de 2018
AFG-002509;región A;Falta Servicio;2018-28-8
AFG-001405;región B;No reconoce producto;28/8/18
AFG-000629;región C;Falta Servicio;28 de agosto de 2018
AFG-000673;región D;Cambio de Producto;29 de agosto de 2018
AFG-000212;región F;Instalación pendiente;29 de agosto de 2018
AFG-000117;región A;Falta Servicio;29 de agosto de 2018
AFG-002604;región F;Facturación;2018-30-8
AFG-001180;región D;Falta Servicio;30/8/18
AFG-000421;región A;Instalación pendiente;30 de agosto de 2018
AFG-002803;región C;Falta Servicio;31/8/2018
AFG-001184;región D;Facturación;31/8/18
AFG-000652;región F;Instalación pendiente;31 de agosto de 2018
AFG-002233;región C;No reconoce producto;2018-1-9
AFG-001059;región F;Falta Servicio;1/9/18
AFG-000008;región D;Facturación;1 de septiembre de 2018
AFG-003216;región C;Falta Servicio;2/9/2018
AFG-002479;región A;No reconoce producto;2018-2-9
AFG-001929;región F;Facturación;2018-2-9
AFG-003062;región C;Cambio de Producto;3/9/2018
AFG-001517;región B;Falta Servicio;3/9/18
AFG-000439;región A;Facturación;3 de septiembre de 2018
AFG-002722;región E;Cambio de Producto;4-9-2018
AFG-000715;región C;Falta Servicio;4 de septiembre de 2018
AFG-000490;región F;Facturación;4 de septiembre de 2018
AFG-003234;región D;Falta Servicio;5/9/2018
AFG-002914;región B;Falta Servicio;5/9/2018
AFG-002555;región E;Facturación;2018-5-9
AFG-002795;región A;Actualiza datos;6/9/2018
AFG-002428;región E;Facturación;2018-6-9
AFG-001783;región D;Falta Servicio;6/9/18
AFG-002085;región E;Falta Servicio;2018-7-9
AFG-001351;región A;Facturación;7/9/18
AFG-000820;región D;Instalación pendiente;7 de septiembre de 2018
AFG-002450;región E;Falta Servicio;2018-8-9
AFG-001925;región D;Falta Servicio;2018-8-9
AFG-000449;región C;Facturación;8 de septiembre de 2018
AFG-002589;región A;Falta Servicio;2018-9-9
AFG-002568;región F;Facturación;2018-9-9
AFG-000291;región D;Falta Servicio;9 de septiembre de 2018
AFG-002570;región D;Actualiza datos;2018-10-9
AFG-002146;región A;Facturación;2018-10-9
AFG-000865;región B;Falta Servicio;10 de septiembre de 2018
AFG-001551;región F;Facturación;11/9/18
AFG-000092;región E;Facturación;11 de septiembre de 2018
AFG-000027;región B;Actualiza datos;11 de septiembre de 2018
AFG-003068;región E;Falta Servicio;12/9/2018
AFG-002459;región F;Facturación;2018-12-9
AFG-000364;región A;Instalación pendiente;12 de septiembre de 2018
AFG-002241;región C;Actualiza datos;2018-13-9
AFG-001902;región D;Actualiza datos;2018-13-9
AFG-000927;región B;Facturación;13 de septiembre de 2018
AFG-002740;región E;Falta Servicio;14-9-2018
AFG-000534;región C;Facturación;14 de septiembre de 2018
AFG-000006;región D;Cambio de Producto;14 de septiembre de 2018
AFG-000845;región C;Facturación;15 de septiembre de 2018
AFG-000676;región E;Falta Servicio;15 de septiembre de 2018
AFG-000388;región B;Falta Servicio;15 de septiembre de 2018
AFG-003287;región C;Actualiza datos;16/9/2018
AFG-002477;región A;Instalación pendiente;2018-16-9
AFG-001149;región D;Instalación pendiente;16/9/18
AFG-001018;región B;No reconoce producto;17/9/18
AFG-000651;región F;Cambio de Producto;17 de septiembre de 2018
AFG-000403;región A;Facturación;17 de septiembre de 2018
AFG-002898;región F;Actualiza datos;18/9/2018
AFG-002696;región C;Falta Servicio;18-9-2018
AFG-000481;región D;Falta Servicio;18 de septiembre de 2018
AFG-001813;región E;Facturación;19/9/18
AFG-001384;región B;Facturación;19/9/18
AFG-000719;región D;Facturación;19 de septiembre de 2018
AFG-003236;región C;No reconoce producto;20/9/2018
AFG-002941;región B;Falta Servicio;20/9/2018
AFG-002775;región A;Falta Servicio;20/9/2018
AFG-003269;región B;Falta Servicio;21/9/2018
AFG-002138;región A;Falta Servicio;2018-21-9
AFG-002040;región C;Falta Servicio;2018-21-9
AFG-001836;región D;No reconoce producto;22/9/18
AFG-001758;región C;Falta Servicio;22/9/18
AFG-001069;región E;Facturación;22/9/18
AFG-002104;región C;Instalación pendiente;2018-23-9
AFG-000758;región F;Falta Servicio;23 de septiembre de 2018
AFG-000025;región E;Instalación pendiente;23 de septiembre de 2018
AFG-003123;región E;Facturación;24/9/2018
AFG-002511;región F;No reconoce producto;2018-24-9
AFG-002334;región A;Facturación;2018-24-9
AFG-003078;región A;Falta Servicio;25/9/2018
AFG-001417;región F;Facturación;25/9/18
AFG-000044;región B;Facturación;25 de septiembre de 2018
AFG-002984;región B;Facturación;26/9/2018
AFG-002256;región A;Falta Servicio;2018-26-9
AFG-001681;región D;Falta Servicio;26/9/18
AFG-001314;región F;Falta Servicio;27/9/18
AFG-000440;región A;Facturación;27 de septiembre de 2018
AFG-000009;región C;Facturación;27 de septiembre de 2018
AFG-002516;región D;Falta Servicio;2018-28-9
AFG-001165;región A;Falta Servicio;28/9/18
AFG-000042;región C;Instalación pendiente;28 de septiembre de 2018
AFG-002764;región E;Facturación;29/9/2018
AFG-002501;región A;Facturación;2018-29-9
AFG-001272;región D;Falta Servicio;29/9/18
AFG-001472;región E;No reconoce producto;30/9/18
AFG-000951;región D;Facturación;30/9/18
AFG-000854;región C;Facturación;30 de septiembre de 2018
AFG-003204;región D;Instalación pendiente;1/10/2018
AFG-001152;región A;Actualiza datos;1/10/18
AFG-000199;región C;Facturación;1 de octubre de 2018
AFG-003221;región C;Instalación pendiente;2/10/2018
AFG-003061;región B;Falta Servicio;2/10/2018
AFG-000005;región A;Facturación;2 de octubre de 2018
AFG-003183;región A;Falta Servicio;3/10/2018
AFG-002399;región E;Instalación pendiente;2018-3-10
AFG-001986;región F;Facturación;2018-3-10
AFG-001333;región C;Falta Servicio;4/10/18
AFG-001167;región D;Falta Servicio;4/10/18
AFG-000216;región E;Falta Servicio;4 de octubre de 2018
AFG-003050;región F;Falta Servicio;5/10/2018
AFG-002586;región C;Falta Servicio;2018-5-10
AFG-002565;región E;Facturación;2018-5-10
AFG-002385;región E;Falta Servicio;2018-6-10
AFG-000978;región A;Falta Servicio;6/10/18
AFG-000096;región F;Falta Servicio;6 de octubre de 2018
AFG-003247;región E;Facturación;7/10/2018
AFG-002927;región F;Falta Servicio;7/10/2018
AFG-000765;región C;Falta Servicio;7 de octubre de 2018
AFG-002159;región E;Falta Servicio;2018-8-10
AFG-001984;región D;Falta Servicio;2018-8-10
AFG-001835;región F;Falta Servicio;8/10/18
AFG-002467;región E;Falta Servicio;2018-9-10
AFG-001777;región A;Falta Servicio;9/10/18
AFG-000509;región B;Falta Servicio;9 de octubre de 2018
AFG-002681;región D;Facturación;10-10-2018
AFG-002638;región B;No reconoce producto;10-10-2018
AFG-002601;región C;Facturación;2018-10-10
AFG-003195;región D;No reconoce producto;11/10/2018
AFG-001749;región C;Cambio de Producto;11/10/18
AFG-001091;región B;Falta Servicio;11/10/18
AFG-002907;región D;Instalación pendiente;12/10/2018
AFG-002440;región B;Facturación;2018-12-10
AFG-001227;región C;Falta Servicio;12/10/18
AFG-001349;región A;Cambio de Producto;13/10/18
AFG-001011;región F;Falta Servicio;13/10/18
AFG-000285;región B;Cambio de Producto;13 de octubre de 2018
AFG-002962;región D;Cambio de Producto;14/10/2018
AFG-001047;región C;Facturación;14/10/18
AFG-000046;región E;Facturación;14 de octubre de 2018
AFG-002239;región E;Falta Servicio;2018-15-10
AFG-001927;región A;Facturación;2018-15-10
AFG-001653;región F;Facturación;15/10/18
AFG-003253;región F;Facturación;16/10/2018
AFG-003225;región A;Falta Servicio;16/10/2018
AFG-000116;región C;Facturación;16 de octubre de 2018
AFG-002690;región C;Facturación;17-10-2018
AFG-001852;región B;Falta Servicio;17/10/18
AFG-001238;región A;Falta Servicio;17/10/18
AFG-002088;región B;Falta Servicio;2018-18-10
AFG-000555;región E;Falta Servicio;18 de octubre de 2018
AFG-000346;región D;Falta Servicio;18 de octubre de 2018
AFG-002390;región C;Falta Servicio;2018-19-10
AFG-000680;región D;Facturación;19 de octubre de 2018
AFG-000125;región B;Facturación;19 de octubre de 2018
AFG-003256;región F;Facturación;20/10/2018
AFG-002854;región B;Actualiza datos;20/10/2018
AFG-000899;región A;Facturación;20 de octubre de 2018
AFG-003037;región A;Facturación;21/10/2018
AFG-001722;región C;Falta Servicio;21/10/18
AFG-000214;región B;Facturación;21 de octubre de 2018
AFG-003028;región C;Falta Servicio;22/10/2018
AFG-001772;región E;No reconoce producto;22/10/18
AFG-001063;región D;Falta Servicio;22/10/18
AFG-002982;región F;Falta Servicio;23/10/2018
AFG-002404;región B;Falta Servicio;2018-23-10
AFG-000772;región A;Falta Servicio;23 de octubre de 2018
AFG-002916;región A;Falta Servicio;24/10/2018
AFG-002773;región F;Falta Servicio;24/10/2018
AFG-001311;región B;Facturación;24/10/18
AFG-002136;región A;Falta Servicio;2018-25-10
AFG-001637;región B;Falta Servicio;25/10/18
AFG-000692;región C;Instalación pendiente;25 de octubre de 2018
AFG-002865;región E;Falta Servicio;26/10/2018
AFG-002189;región A;Falta Servicio;2018-26-10
AFG-000605;región B;No reconoce producto;26 de octubre de 2018
AFG-003273;región E;No reconoce producto;27/10/2018
AFG-003067;región B;Cambio de Producto;27/10/2018
AFG-002615;región D;Facturación;27-10-2018
AFG-002745;región B;Cambio de Producto;28-10-2018
AFG-001651;región A;Cambio de Producto;28/10/18
AFG-000787;región F;No reconoce producto;28 de octubre de 2018
AFG-002672;región A;Falta Servicio;29-10-2018
AFG-001894;región D;Facturación;2018-29-10
AFG-000532;región E;Actualiza datos;29 de octubre de 2018
AFG-001648;región A;Instalación pendiente;30/10/18
AFG-001602;región F;Actualiza datos;30/10/18
AFG-000462;región D;No reconoce producto;30 de octubre de 2018
AFG-001732;región F;Facturación;31/10/18
AFG-000574;región E;Actualiza datos;31 de octubre de 2018
AFG-000474;región A;Facturación;31 de octubre de 2018
AFG-002237;región A;Cambio de Producto;2018-1-11
AFG-001887;región B;Falta Servicio;2018-1-11
AFG-000539;región C;Facturación;1 de noviembre de 2018
AFG-002761;región B;Facturación;2/11/2018
AFG-002184;región A;Facturación;2018-2-11
AFG-001164;región C;No reconoce producto;2/11/18
AFG-002903;región A;Facturación;3/11/2018
AFG-001768;región D;Falta Servicio;3/11/18
AFG-001290;región F;Facturación;3/11/18
AFG-001622;región A;Facturación;4/11/18
AFG-001332;región F;Falta Servicio;4/11/18
AFG-001268;región E;Facturación;4/11/18
AFG-001118;región C;Cambio de Producto;5/11/18
AFG-000759;región D;Cambio de Producto;5 de noviembre de 2018
AFG-000160;región E;Falta Servicio;5 de noviembre de 2018
AFG-002623;región E;No reconoce producto;6-11-2018
AFG-001709;región C;No reconoce producto;6/11/18
AFG-000101;región D;Facturación;6 de noviembre de 2018
AFG-002155;región E;Facturación;2018-7-11
AFG-001610;región A;Falta Servicio;7/11/18
AFG-000008;región B;Facturación;7 de noviembre de 2018
AFG-002811;región C;Facturación;8/11/2018
AFG-002746;región A;Actualiza datos;8-11-2018
AFG-000469;región B;Falta Servicio;8 de noviembre de 2018
AFG-002732;región B;Cambio de Producto;9-11-2018
AFG-002474;región A;Cambio de Producto;2018-9-11
AFG-001021;región C;No reconoce producto;9/11/18
AFG-002626;región C;Falta Servicio;10-11-2018
AFG-002282;región D;Facturación;2018-10-11
AFG-000270;región E;Instalación pendiente;10 de noviembre de 2018
AFG-003039;región F;Falta Servicio;11/11/2018
AFG-002752;región D;Facturación;11/11/2018
AFG-002149;región E;No reconoce producto;2018-11-11
AFG-003302;región C;Facturación;12/11/2018
AFG-001055;región B;Falta Servicio;12/11/18
AFG-000808;región F;Facturación;12 de noviembre de 2018
AFG-000880;región B;Falta Servicio;13 de noviembre de 2018
AFG-000472;región C;Cambio de Producto;13 de noviembre de 2018
AFG-000334;región E;No reconoce producto;13 de noviembre de 2018
AFG-001993;región E;Instalación pendiente;2018-14-11
AFG-001781;región D;Facturación;14/11/18
AFG-000282;región F;Facturación;14 de noviembre de 2018
AFG-002349;región C;Facturación;2018-15-11
AFG-002271;región B;Facturación;2018-15-11
AFG-001889;región F;Actualiza datos;2018-15-11
AFG-002951;región C;Falta Servicio;16/11/2018
AFG-002614;región B;No reconoce producto;16-11-2018
AFG-002573;región A;Actualiza datos;2018-16-11
AFG-003296;región A;Falta Servicio;17/11/2018
AFG-002937;región F;Cambio de Producto;17/11/2018
AFG-001051;región B;Falta Servicio;17/11/18
AFG-002367;región F;Facturación;2018-18-11
AFG-000912;región B;Falta Servicio;18 de noviembre de 2018
AFG-000707;región A;Cambio de Producto;18 de noviembre de 2018
AFG-002226;región B;Facturación;2018-19-11
AFG-001815;región F;No reconoce producto;19/11/18
AFG-000690;región E;Falta Servicio;19 de noviembre de 2018
AFG-002654;región E;Cambio de Producto;20-11-2018
AFG-001436;región B;Falta Servicio;20/11/18
AFG-000848;región D;Facturación;20 de noviembre de 2018
AFG-001985;región D;Facturación;2018-21-11
AFG-001341;región A;Facturación;21/11/18
AFG-000031;región B;Facturación;21 de noviembre de 2018
AFG-002943;región C;Falta Servicio;22/11/2018
AFG-002089;región D;Facturación;2018-22-11
AFG-000579;región B;Cambio de Producto;22 de noviembre de 2018
AFG-002018;región F;Falta Servicio;2018-23-11
AFG-001738;región C;Facturación;23/11/18
AFG-000163;región E;Cambio de Producto;23 de noviembre de 2018
AFG-002873;región F;Cambio de Producto;24/11/2018
AFG-001978;región E;Facturación;2018-24-11
AFG-001657;región D;Instalación pendiente;24/11/18
AFG-001403;región B;Cambio de Producto;25/11/18
AFG-000371;región C;Facturación;25 de noviembre de 2018
AFG-000029;región D;Cambio de Producto;25 de noviembre de 2018
AFG-001024;región A;Falta Servicio;26/11/18
AFG-000219;región D;Falta Servicio;26 de noviembre de 2018
AFG-000180;región B;Falta Servicio;26 de noviembre de 2018
AFG-001344;región D;Falta Servicio;27/11/18
AFG-001064;región F;Facturación;27/11/18
AFG-000731;región C;Falta Servicio;27 de noviembre de 2018
AFG-003215;región A;Cambio de Producto;28/11/2018
AFG-001817;región E;Facturación;28/11/18
AFG-000645;región D;Instalación pendiente;28 de noviembre de 2018
AFG-002651;región C;Facturación;29-11-2018
AFG-000602;región A;Falta Servicio;29 de noviembre de 2018
AFG-000140;región B;Falta Servicio;29 de noviembre de 2018
AFG-001667;región E;Facturación;30/11/18
AFG-001148;región C;Cambio de Producto;30/11/18
AFG-000712;región D;No reconoce producto;30 de noviembre de 2018
AFG-002967;región A;Facturación;1/12/2018
AFG-002117;región B;Facturación;2018-1-12
AFG-001605;región C;Facturación;1/12/18
AFG-002876;región B;Facturación;2/12/2018
AFG-000634;región D;Falta Servicio;2 de diciembre de 2018
AFG-000435;región A;Facturación;2 de diciembre de 2018
AFG-002870;región F;Facturación;3/12/2018
AFG-002001;región D;Falta Servicio;2018-3-12
AFG-000988;región E;Instalación pendiente;3/12/18
AFG-002552;región A;Instalación pendiente;2018-4-12
AFG-002066;región B;Instalación pendiente;2018-4-12
AFG-000906;región E;Instalación pendiente;4 de diciembre de 2018
AFG-002496;región F;Facturación;2018-5-12
AFG-002397;región B;Cambio de Producto;2018-5-12
AFG-001355;región A;Cambio de Producto;5/12/18
AFG-002535;región A;Falta Servicio;2018-6-12
AFG-001953;región D;Facturación;2018-6-12
AFG-001588;región F;No reconoce producto;6/12/18
AFG-002961;región C;Falta Servicio;7/12/2018
AFG-001270;región D;No reconoce producto;7/12/18
AFG-000137;región B;Instalación pendiente;7 de diciembre de 2018
AFG-002770;región D;Falta Servicio;8/12/2018
AFG-001282;región B;Cambio de Producto;8/12/18
AFG-001062;región E;Instalación pendiente;8/12/18
AFG-001954;región D;Facturación;2018-9-12
AFG-001107;región B;Falta Servicio;9/12/18
AFG-000222;región E;Facturación;9 de diciembre de 2018
AFG-003297;región A;Facturación;10/12/2018
AFG-002688;región B;Facturación;10-12-2018
AFG-001103;región F;Facturación;10/12/18
AFG-002542;región B;Facturación;2018-11-12
AFG-001585;región C;Falta Servicio;11/12/18
AFG-000706;región E;Facturación;11 de diciembre de 2018
AFG-000891;región B;Falta Servicio;12 de diciembre de 2018
AFG-000610;región A;No reconoce producto;12 de diciembre de 2018
AFG-000144;región C;Facturación;12 de diciembre de 2018
AFG-002602;región B;Facturación;2018-13-12
AFG-000943;región F;Actualiza datos;13/12/18
AFG-000283;región C;No reconoce producto;13 de diciembre de 2018
AFG-002481;región A;Facturación;2018-14-12
AFG-001744;región B;Facturación;14/12/18
AFG-000563;región C;Falta Servicio;14 de diciembre de 2018
AFG-001520;región F;Facturación;15/12/18
AFG-001431;región E;Cambio de Producto;15/12/18
AFG-001367;región D;Falta Servicio;15/12/18
AFG-002019;región C;Actualiza datos;2018-16-12
AFG-001346;región E;Facturación;16/12/18
AFG-000063;región D;Facturación;16 de diciembre de 2018
AFG-002989;región C;Facturación;17/12/2018
AFG-001320;región A;Falta Servicio;17/12/18
AFG-000508;región D;Facturación;17 de diciembre de 2018
AFG-002891;región E;Facturación;18/12/2018
AFG-001797;región C;Facturación;18/12/18
AFG-000032;región D;Falta Servicio;18 de diciembre de 2018
AFG-002465;región E;Facturación;2018-19-12
AFG-001471;región A;Falta Servicio;19/12/18
AFG-000148;región F;Falta Servicio;19 de diciembre de 2018
AFG-003011;región D;Falta Servicio;20/12/2018
AFG-001489;región C;Cambio de Producto;20/12/18
AFG-000946;región E;Facturación;20/12/18
AFG-002031;región F;Falta Servicio;2018-21-12
AFG-001263;región D;Facturación;21/12/18
AFG-000997;región E;Cambio de Producto;21/12/18
AFG-002008;región E;Facturación;2018-22-12
AFG-001654;región A;Facturación;22/12/18
AFG-000017;región B;Facturación;22 de diciembre de 2018
AFG-002214;región F;Falta Servicio;2018-23-12
AFG-001741;región C;Facturación;23/12/18
AFG-000663;región A;Facturación;23 de diciembre de 2018
AFG-001362;región F;Falta Servicio;24/12/18
AFG-000112;región E;Instalación pendiente;24 de diciembre de 2018
AFG-000045;región D;Actualiza datos;24 de diciembre de 2018
AFG-003124;región A;Instalación pendiente;25/12/2018
AFG-002200;región D;Falta Servicio;2018-25-12
AFG-000024;región B;Falta Servicio;25 de diciembre de 2018
AFG-002251;región F;Cambio de Producto;2018-26-12
AFG-001525;región E;Facturación;26/12/18
AFG-000587;región A;Instalación pendiente;26 de diciembre de 2018
AFG-002033;región B;Falta Servicio;2018-27-12
AFG-000751;región F;Facturación;27 de diciembre de 2018
AFG-000189;región A;Falta Servicio;27 de diciembre de 2018
AFG-003212;región C;Facturación;28/12/2018
AFG-002309;región F;Facturación;2018-28-12
AFG-000821;región A;Falta Servicio;28 de diciembre de 2018
AFG-002897;región F;Facturación;29/12/2018
AFG-002717;región D;Facturación;29-12-2018
AFG-000888;región C;Facturación;29 de diciembre de 2018
AFG-002710;región C;Facturación;30-12-2018
AFG-002024;región E;Falta Servicio;2018-30-12
AFG-000099;región F;Facturación;30 de diciembre de 2018
AFG-001246;región B;Facturación;31/12/18
AFG-001126;región A;Facturación;31/12/18
AFG-000020;región D;Falta Servicio;31 de diciembre de 2018
AFG-002534;región B;Facturación;2019-1-1
AFG-001705;región C;Instalación pendiente;1/1/19
AFG-000349;región D;Falta Servicio;1 de enero de 2019
AFG-002861;región E;No reconoce producto;2/1/2019
AFG-002561;región F;Actualiza datos;2019-2-1
AFG-000884;región A;Falta Servicio;2 de enero de 2019
AFG-002470;región B;No reconoce producto;2019-3-1
AFG-002211;región C;Falta Servicio;2019-3-1
AFG-000016;región A;Facturación;3 de enero de 2019
AFG-003235;región D;Facturación;4/1/2019
AFG-002867;región A;Facturación;4/1/2019
AFG-001810;región C;Facturación;4/1/19
AFG-002814;región E;Facturación;5/1/2019
AFG-000669;región A;Falta Servicio;5 de enero de 2019
AFG-000597;región F;Facturación;5 de enero de 2019
AFG-002886;región E;No reconoce producto;6/1/2019
AFG-002833;región F;Falta Servicio;6/1/2019
AFG-002111;región D;Falta Servicio;2019-6-1
AFG-003027;región B;Falta Servicio;7/1/2019
AFG-001526;región F;Facturación;7/1/19
AFG-000145;región A;Falta Servicio;7 de enero de 2019
AFG-003198;región A;Facturación;8/1/2019
AFG-003164;región C;Falta Servicio;8/1/2019
AFG-003032;región F;Falta Servicio;8/1/2019
AFG-001912;región A;No reconoce producto;2019-9-1
AFG-001547;región C;Falta Servicio;9/1/19
AFG-000632;región D;Facturación;9 de enero de 2019
AFG-003200;región C;Facturación;10/1/2019
AFG-001516;región D;Falta Servicio;10/1/19
AFG-001160;región A;Facturación;10/1/19
AFG-002607;región D;Cambio de Producto;2019-11-1
AFG-001483;región E;Falta Servicio;11/1/19
AFG-001204;región F;Falta Servicio;11/1/19
AFG-002201;región E;No reconoce producto;2019-12-1
AFG-000400;región A;No reconoce producto;12 de enero de 2019
AFG-000049;región F;Cambio de Producto;12 de enero de 2019
AFG-002923;región F;Falta Servicio;13/1/2019
AFG-002342;región E;Facturación;2019-13-1
AFG-000910;región D;Falta Servicio;13 de enero de 2019
AFG-002571;región F;Falta Servicio;2019-14-1
AFG-001477;región C;Falta Servicio;14/1/19
AFG-000696;región E;Cambio de Producto;14 de enero de 2019
AFG-002522;región D;Falta Servicio;2019-15-1
AFG-001833;región F;Facturación;15/1/19
AFG-000582;región A;No reconoce producto;15 de enero de 2019
AFG-002703;región E;Falta Servicio;16-1-2019
AFG-000952;región D;Cambio de Producto;16/1/19
AFG-000810;región C;Facturación;16 de enero de 2019
AFG-002224;región E;Instalación pendiente;2019-17-1
AFG-001553;región F;Falta Servicio;17/1/19
AFG-000925;región D;Falta Servicio;17 de enero de 2019
AFG-002679;región F;Falta Servicio;18-1-2019
AFG-001073;región B;Falta Servicio;18/1/19
